unique_geneID	seqnames	start	end	width	strand	PID1185_peak_detected	PID1180_peak_detected	ND_RJH_peak_detected	ND_MK_peak_detected	PID1185_counts	PID1180_counts	ND_RJH_counts	ND_MK_counts	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
105373113_chr1_226083331_226083840	chr1	226083331	226083840	510	*	TRUE	TRUE	TRUE	TRUE	42	39	48	29	Promoter (<=1kb)	1	226083590	226090465	6876	1	105373113	0	NA	LINC01703	long intergenic non-protein coding RNA 1703
105373113_chr1_226109861_226110322	chr1	226109861	226110322	462	*	TRUE	TRUE	TRUE	FALSE	33	33	36	21	Distal Intergenic	1	226083590	226090465	6876	1	105373113	26271	NA	LINC01703	long intergenic non-protein coding RNA 1703
105373113_chr1_226110349_226110853	chr1	226110349	226110853	505	*	TRUE	TRUE	TRUE	TRUE	42	30	28	27	Distal Intergenic	1	226083590	226090465	6876	1	105373113	26759	NA	LINC01703	long intergenic non-protein coding RNA 1703
107985353_chr1_226122429_226122814	chr1	226122429	226122814	386	*	TRUE	TRUE	TRUE	TRUE	39	34	35	27	Distal Intergenic	1	226148003	226155071	7069	1	107985353	-25189	ENSG00000234478	ACBD3-AS1	ACBD3 antisense RNA 1
64746_chr1_226186142_226187007	chr1	226186142	226187007	866	*	TRUE	TRUE	TRUE	TRUE	63	60	69	67	Promoter (<=1kb)	1	226144679	226186741	42063	2	64746	0	ENSG00000182827	ACBD3	acyl-CoA binding domain containing 3
64746_chr1_226197125_226197338	chr1	226197125	226197338	214	*	TRUE	TRUE	TRUE	FALSE	13	18	13	7	Distal Intergenic	1	226144679	226186741	42063	2	64746	-10384	ENSG00000182827	ACBD3	acyl-CoA binding domain containing 3
286826_chr1_226308976_226309279	chr1	226308976	226309279	304	*	TRUE	TRUE	TRUE	TRUE	18	21	21	26	Promoter (<=1kb)	1	226231149	226309869	78721	2	286826	590	ENSG00000183814	LIN9	lin-9 DREAM MuvB core complex component
142_chr1_226407795_226408357	chr1	226407795	226408357	563	*	TRUE	TRUE	TRUE	FALSE	41	36	48	20	Promoter (<=1kb)	1	226360210	226408154	47945	2	142	0	ENSG00000143799	PARP1	poly(ADP-ribose) polymerase 1
100506443_chr1_226662833_226663358	chr1	226662833	226663358	526	*	TRUE	TRUE	TRUE	TRUE	60	42	69	29	Intron (ENST00000272117.8/3707, intron 2 of 7)	1	226656080	226675089	19010	2	100506443	11731	ENSG00000228382	ITPKB-IT1	ITPKB intronic transcript 1
100506443_chr1_226703349_226703727	chr1	226703349	226703727	379	*	TRUE	TRUE	TRUE	TRUE	28	31	33	16	Intron (ENST00000272117.8/3707, intron 2 of 7)	1	226656080	226675089	19010	2	100506443	-28260	ENSG00000228382	ITPKB-IT1	ITPKB intronic transcript 1
3707_chr1_226739312_226739657	chr1	226739312	226739657	346	*	TRUE	FALSE	TRUE	TRUE	33	17	27	21	Promoter (<=1kb)	1	226631690	226739323	107634	2	3707	0	ENSG00000143772	ITPKB	inositol-trisphosphate 3-kinase B
5664_chr1_226828136_226828349	chr1	226828136	226828349	214	*	FALSE	TRUE	TRUE	TRUE	12	19	15	16	Intron (ENST00000664298.1/ENST00000664298.1, intron 1 of 1)	1	226870184	226987545	117362	1	5664	-41835	ENSG00000143801	PSEN2	presenilin 2
56997_chr1_226939722_226940483	chr1	226939722	226940483	762	*	TRUE	TRUE	TRUE	TRUE	117	121	132	83	Promoter (<=1kb)	1	226940286	226987544	47259	1	56997	0	ENSG00000163050	COQ8A	coenzyme Q8A
65094_chr1_227735156_227735780	chr1	227735156	227735780	625	*	TRUE	TRUE	TRUE	FALSE	54	55	79	43	Promoter (<=1kb)	1	227730425	227735411	4987	2	65094	0	ENSG00000081692	JMJD4	jumonji domain containing 4
105373289_chr1_227762525_227762951	chr1	227762525	227762951	427	*	TRUE	TRUE	TRUE	TRUE	39	41	39	31	Intron (ENST00000681827.1/116841, intron 5 of 6)	1	227786753	227792179	5427	1	105373289	-23802	ENSG00000286389	LOC105373289	LOC105373289
105373289_chr1_227787896_227788587	chr1	227787896	227788587	692	*	TRUE	TRUE	TRUE	TRUE	79	82	92	58	Promoter (1-2kb)	1	227786753	227792179	5427	1	105373289	1143	ENSG00000286389	LOC105373289	LOC105373289
100847072_chr1_227934779_227935304	chr1	227934779	227935304	526	*	TRUE	TRUE	TRUE	FALSE	39	22	39	30	Intron (ENST00000272164.6/7483, intron 1 of 3)	1	227941590	227941683	94	2	100847072	6379	ENSG00000264483	MIR5008	microRNA 5008
375_chr1_228082407_228082839	chr1	228082407	228082839	433	*	TRUE	TRUE	TRUE	FALSE	50	54	43	26	Promoter (<=1kb)	1	228082660	228099212	16553	1	375	0	ENSG00000143761	ARF1	ADP ribosylation factor 1
128308_chr1_228109242_228109693	chr1	228109242	228109693	452	*	TRUE	TRUE	TRUE	TRUE	42	30	40	39	Promoter (<=1kb)	1	228106679	228109312	2634	2	128308	0	ENSG00000162910	MRPL55	mitochondrial ribosomal protein L55
2987_chr1_228139781_228140721	chr1	228139781	228140721	941	*	TRUE	TRUE	TRUE	TRUE	132	116	126	102	Promoter (<=1kb)	1	228139962	228148984	9023	1	2987	0	ENSG00000143774	GUK1	guanylate kinase 1
200205_chr1_228165340_228166392	chr1	228165340	228166392	1053	*	TRUE	TRUE	TRUE	TRUE	149	110	139	92	Promoter (<=1kb)	1	228165804	228182257	16454	1	200205	0	ENSG00000181873	IBA57	iron-sulfur cluster assembly factor IBA57
81559_chr1_228406663_228407294	chr1	228406663	228407294	632	*	TRUE	TRUE	TRUE	FALSE	48	39	47	37	Promoter (<=1kb)	1	228393673	228406835	13163	2	81559	0	ENSG00000154370	TRIM11	tripartite motif containing 11
51127_chr1_228457509_228458132	chr1	228457509	228458132	624	*	TRUE	TRUE	TRUE	TRUE	89	74	75	52	5' UTR	1	228407935	228416861	8927	2	51127	-40648	ENSG00000162931	TRIM17	tripartite motif containing 17
51127_chr1_228486580_228487005	chr1	228486580	228487005	426	*	TRUE	TRUE	TRUE	FALSE	39	24	43	20	Exon (ENST00000623748.1/ENST00000623748.1, exon 1 of 1)	1	228407935	228416861	8927	2	51127	-69719	ENSG00000162931	TRIM17	tripartite motif containing 17
51127_chr1_228501001_228501315	chr1	228501001	228501315	315	*	TRUE	FALSE	TRUE	TRUE	23	15	20	24	Distal Intergenic	1	228407935	228416861	8927	2	51127	-84140	ENSG00000162931	TRIM17	tripartite motif containing 17
100169757_chr1_228620901_228621166	chr1	228620901	228621166	266	*	TRUE	TRUE	FALSE	TRUE	19	23	4	15	Promoter (<=1kb)	1	228621447	228621565	119	2	100169757	399	ENSG00000200624	RNA5S6	RNA, 5S ribosomal 6
100169764_chr1_228635301_228635538	chr1	228635301	228635538	238	*	TRUE	TRUE	TRUE	FALSE	16	13	7	9	Promoter (1-2kb)	1	228637096	228637214	119	2	100169764	1676	ENSG00000202526	RNA5S13	RNA, 5S ribosomal 13
105373159_chr1_229270849_229271379	chr1	229270849	229271379	531	*	TRUE	TRUE	TRUE	TRUE	41	30	36	27	Promoter (<=1kb)	1	229256892	229271242	14351	2	105373159	0	ENSG00000177788	RAB4A-AS1	RAB4A antisense RNA 1
126731_chr1_229342252_229343130	chr1	229342252	229343130	879	*	TRUE	TRUE	TRUE	TRUE	71	84	75	60	Promoter (<=1kb)	1	229321011	229343294	22284	2	126731	164	ENSG00000154429	CCSAP	centriole, cilia and spindle associated protein
101927478_chr1_229508010_229508652	chr1	229508010	229508652	643	*	TRUE	TRUE	TRUE	TRUE	39	42	49	35	Promoter (<=1kb)	1	229508369	229514272	5904	1	101927478	0	NA	NUP133-DT	NUP133 divergent transcript
23456_chr1_229558564_229559302	chr1	229558564	229559302	739	*	TRUE	TRUE	TRUE	TRUE	65	66	64	48	Promoter (<=1kb)	1	229516582	229558707	42126	2	23456	0	ENSG00000135776	ABCB10	ATP binding cassette subfamily B member 10
27097_chr1_229625884_229626569	chr1	229625884	229626569	686	*	TRUE	TRUE	TRUE	TRUE	75	52	61	43	Promoter (<=1kb)	1	229593121	229626047	32927	2	27097	0	ENSG00000135801	TAF5L	TATA-box binding protein associated factor 5 like
2590_chr1_230066790_230067385	chr1	230066790	230067385	596	*	TRUE	TRUE	TRUE	TRUE	73	64	47	43	5' UTR	1	230057990	230282122	224133	1	2590	8800	ENSG00000143641	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
2590_chr1_230208759_230209344	chr1	230208759	230209344	586	*	TRUE	FALSE	TRUE	TRUE	56	30	49	40	Intron (ENST00000494106.1/2590, intron 3 of 6)	1	230057990	230282122	224133	1	2590	150769	ENSG00000143641	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
22796_chr1_230642239_230642857	chr1	230642239	230642857	619	*	TRUE	TRUE	TRUE	TRUE	55	56	58	60	Promoter (<=1kb)	1	230642481	230693982	51502	1	22796	0	ENSG00000135775	COG2	component of oligomeric golgi complex 2
101927604_chr1_230868202_230868758	chr1	230868202	230868758	557	*	TRUE	TRUE	TRUE	FALSE	35	28	30	25	Promoter (<=1kb)	1	230868259	230879141	10883	1	101927604	0	NA	LOC101927604	uncharacterized LOC101927604
64801_chr1_230978591_230979269	chr1	230978591	230979269	679	*	TRUE	TRUE	TRUE	TRUE	89	68	70	56	Promoter (<=1kb)	1	230978981	231000733	21753	1	64801	0	ENSG00000173409	ARV1	ARV1 homolog, fatty acid homeostasis modulator
128061_chr1_231240964_231241498	chr1	231240964	231241498	535	*	TRUE	TRUE	TRUE	TRUE	38	40	52	28	Promoter (<=1kb)	1	231223763	231241187	17425	2	128061	0	ENSG00000143633	C1orf131	chromosome 1 open reading frame 131
149371_chr1_231337608_231338459	chr1	231337608	231338459	852	*	TRUE	TRUE	TRUE	TRUE	81	74	61	44	Promoter (<=1kb)	1	231332753	231337852	5100	2	149371	0	ENSG00000116903	EXOC8	exocyst complex component 8
645339_chr1_231422053_231422711	chr1	231422053	231422711	659	*	TRUE	TRUE	TRUE	TRUE	71	76	69	56	5' UTR	1	231475956	231476288	333	2	645339	53577	NA	SNRPD2P2	small nuclear ribonucleoprotein D2 pseudogene 2
645339_chr1_231460660_231461000	chr1	231460660	231461000	341	*	TRUE	FALSE	TRUE	TRUE	24	12	25	17	Intron (ENST00000653908.1/54583, intron 2 of 4)	1	231475956	231476288	333	2	645339	15288	NA	SNRPD2P2	small nuclear ribonucleoprotein D2 pseudogene 2
100303453_chr1_231528166_231528829	chr1	231528166	231528829	664	*	TRUE	TRUE	TRUE	TRUE	62	52	52	40	Promoter (<=1kb)	1	231528541	231819244	290704	1	100303453	0	ENSG00000270106	TSNAX-DISC1	TSNAX-DISC1 readthrough (NMD candidate)
57568_chr1_232629955_232630428	chr1	232629955	232630428	474	*	TRUE	TRUE	TRUE	FALSE	44	48	42	21	Promoter (<=1kb)	1	232397965	232630571	232607	2	57568	143	ENSG00000116991	SIPA1L2	signal induced proliferation associated 1 like 2
84284_chr1_232950412_232950782	chr1	232950412	232950782	371	*	TRUE	TRUE	TRUE	TRUE	24	42	32	21	Promoter (<=1kb)	1	232950605	232983882	33278	1	84284	0	ENSG00000135778	NTPCR	nucleoside-triphosphatase, cancer-related
80003_chr1_233294894_233295251	chr1	233294894	233295251	358	*	TRUE	TRUE	TRUE	TRUE	26	18	26	18	Promoter (<=1kb)	1	232983435	233295725	312291	2	80003	474	ENSG00000135749	PCNX2	pecanex 2
80003_chr1_233295335_233295826	chr1	233295335	233295826	492	*	TRUE	TRUE	TRUE	TRUE	42	39	52	33	Promoter (<=1kb)	1	232983435	233295725	312291	2	80003	0	ENSG00000135749	PCNX2	pecanex 2
84451_chr1_233327252_233327960	chr1	233327252	233327960	709	*	TRUE	TRUE	TRUE	TRUE	49	42	48	28	Promoter (<=1kb)	1	233327724	233385148	57425	1	84451	0	ENSG00000143674	MAP3K21	mitogen-activated protein kinase kinase kinase 21
100616380_chr1_234326578_234326890	chr1	234326578	234326890	313	*	TRUE	TRUE	TRUE	FALSE	24	20	19	9	Downstream (2-3kb)	1	234306467	234306539	73	1	100616380	20111	ENSG00000264377	MIR4671	microRNA 4671
101927765_chr1_234373224_234373932	chr1	234373224	234373932	709	*	TRUE	TRUE	TRUE	TRUE	64	45	66	56	Promoter (<=1kb)	1	234372807	234373662	856	2	101927765	0	ENSG00000231663	COA6-AS1	COA6 antisense RNA 1
6894_chr1_234478873_234479406	chr1	234478873	234479406	534	*	TRUE	TRUE	TRUE	FALSE	44	28	30	27	Promoter (<=1kb)	1	234391313	234479179	87867	2	6894	0	ENSG00000059588	TARBP1	TAR (HIV-1) RNA binding protein 1
359948_chr1_234599745_234600302	chr1	234599745	234600302	558	*	TRUE	TRUE	TRUE	TRUE	51	47	44	42	Exon (ENST00000690958.1/ENST00000690958.1, exon 1 of 1)	1	234604269	234610178	5910	2	359948	9876	ENSG00000168264	IRF2BP2	interferon regulatory factor 2 binding protein 2
359948_chr1_234610808_234611337	chr1	234610808	234611337	530	*	TRUE	TRUE	TRUE	TRUE	57	64	56	44	Promoter (<=1kb)	1	234604269	234610178	5910	2	359948	-630	ENSG00000168264	IRF2BP2	interferon regulatory factor 2 binding protein 2
100130249_chr1_234842895_234843213	chr1	234842895	234843213	319	*	TRUE	TRUE	TRUE	TRUE	22	26	22	20	Intron (ENST00000651370.1/107985365, intron 1 of 1)	1	234757619	234760056	2438	2	100130249	-82839	ENSG00000279261	LINC02961	long intergenic non-protein coding RNA 2961
107985366_chr1_234980595_234981199	chr1	234980595	234981199	605	*	TRUE	TRUE	TRUE	TRUE	56	50	66	53	Promoter (<=1kb)	1	234978814	234980804	1991	2	107985366	0	NA	LOC107985366	uncharacterized LOC107985366
107985366_chr1_235011761_235012383	chr1	235011761	235012383	623	*	TRUE	TRUE	TRUE	TRUE	67	67	77	57	Distal Intergenic	1	234978814	234980804	1991	2	107985366	-30957	NA	LOC107985366	uncharacterized LOC107985366
107985746_chr1_235075154_235075494	chr1	235075154	235075494	341	*	TRUE	TRUE	TRUE	FALSE	37	39	46	22	Promoter (<=1kb)	1	235065479	235074220	8742	2	107985746	-934	NA	LOC107985746	uncharacterized LOC107985746
107985746_chr1_235083749_235084033	chr1	235083749	235084033	285	*	TRUE	TRUE	TRUE	TRUE	19	17	24	18	Distal Intergenic	1	235065479	235074220	8742	2	107985746	-9529	NA	LOC107985746	uncharacterized LOC107985746
9804_chr1_235128440_235129202	chr1	235128440	235129202	763	*	TRUE	TRUE	TRUE	TRUE	65	56	61	49	Promoter (<=1kb)	1	235109341	235128837	19497	2	9804	0	ENSG00000173726	TOMM20	translocase of outer mitochondrial membrane 20
23029_chr1_235161108_235161524	chr1	235161108	235161524	417	*	TRUE	TRUE	TRUE	TRUE	24	24	28	22	Promoter (<=1kb)	1	235131183	235161283	30101	2	23029	0	ENSG00000188739	RBM34	RNA binding motif protein 34
51742_chr1_235328086_235329042	chr1	235328086	235329042	957	*	TRUE	TRUE	TRUE	TRUE	104	88	106	77	Promoter (<=1kb)	1	235131634	235328219	196586	2	51742	0	ENSG00000054267	ARID4B	AT-rich interaction domain 4B
6905_chr1_235367209_235367464	chr1	235367209	235367464	256	*	TRUE	TRUE	TRUE	TRUE	17	20	23	11	5' UTR	1	235328570	235452443	123874	1	6905	38639	ENSG00000284770	TBCE	tubulin folding cofactor E
2786_chr1_235504169_235505346	chr1	235504169	235505346	1178	*	TRUE	TRUE	TRUE	TRUE	122	116	99	86	5' UTR	1	235547685	235650754	103070	2	2786	145408	ENSG00000168243	GNG4	G protein subunit gamma 4
2786_chr1_235641993_235642696	chr1	235641993	235642696	704	*	TRUE	TRUE	TRUE	TRUE	91	56	68	52	Intron (ENST00000391854.7/2786, intron 1 of 3)	1	235547685	235650754	103070	2	2786	8058	ENSG00000168243	GNG4	G protein subunit gamma 4
100302139_chr1_235866168_235867336	chr1	235866168	235867336	1169	*	TRUE	TRUE	TRUE	TRUE	130	117	121	86	5' UTR	1	235853000	235853060	61	2	100302139	-13108	ENSG00000222831	MIR1537	microRNA 1537
1130_chr1_235888162_235888584	chr1	235888162	235888584	423	*	TRUE	TRUE	TRUE	TRUE	41	37	43	33	Distal Intergenic	1	235661041	235883640	222600	2	1130	-4522	ENSG00000143669	LYST	lysosomal trafficking regulator
105373212_chr1_235971781_235972153	chr1	235971781	235972153	373	*	TRUE	TRUE	FALSE	TRUE	16	20	18	22	Promoter (<=1kb)	1	235957879	235971825	13947	2	105373212	0	NA	LINC02768	long intergenic non-protein coding RNA 2768
105373212_chr1_235999338_235999817	chr1	235999338	235999817	480	*	TRUE	TRUE	TRUE	TRUE	36	35	50	36	Intron (ENST00000264187.7/4811, intron 12 of 19)	1	235957879	235971825	13947	2	105373212	-27513	NA	LINC02768	long intergenic non-protein coding RNA 2768
4811_chr1_236097109_236097489	chr1	236097109	236097489	381	*	TRUE	TRUE	TRUE	TRUE	26	35	29	21	Distal Intergenic	1	235975830	236065109	89280	2	4811	-32000	ENSG00000116962	NID1	nidogen 1
56605_chr1_236281774_236282364	chr1	236281774	236282364	591	*	TRUE	TRUE	TRUE	TRUE	65	70	63	59	Promoter (<=1kb)	1	236214681	236282019	67339	2	56605	0	ENSG00000086619	ERO1B	endoplasmic reticulum oxidoreductase 1 beta
128178_chr1_236395111_236395677	chr1	236395111	236395677	567	*	TRUE	TRUE	TRUE	FALSE	35	39	48	23	5' UTR	1	236348257	236502915	154659	1	128178	46854	ENSG00000186197	EDARADD	EDAR associated death domain
100287902_chr1_236523838_236524190	chr1	236523838	236524190	353	*	TRUE	TRUE	TRUE	FALSE	17	28	25	15	Promoter (<=1kb)	1	236523052	236524508	1457	2	100287902	318	ENSG00000223776	LGALS8-AS1	LGALS8 antisense RNA 1
55127_chr1_236604192_236604773	chr1	236604192	236604773	582	*	TRUE	TRUE	TRUE	TRUE	33	33	39	26	Promoter (<=1kb)	1	236549005	236604516	55512	2	55127	0	ENSG00000119285	HEATR1	HEAT repeat containing 1
4548_chr1_236795014_236796090	chr1	236795014	236796090	1077	*	TRUE	TRUE	TRUE	TRUE	96	96	97	90	Promoter (<=1kb)	1	236795260	236913424	118165	1	4548	0	ENSG00000116984	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase
100506915_chr1_239718935_239719327	chr1	239718935	239719327	393	*	TRUE	TRUE	TRUE	TRUE	41	17	42	22	Exon (ENST00000427859.5/100506915, exon 1 of 5)	1	239703892	239770130	66239	2	100506915	50803	ENSG00000233355	CHRM3-AS2	CHRM3 antisense RNA 2
2271_chr1_241519053_241519988	chr1	241519053	241519988	936	*	TRUE	TRUE	TRUE	TRUE	81	83	69	65	Promoter (<=1kb)	1	241497511	241519799	22289	2	2271	0	ENSG00000091483	FH	fumarate hydratase
1122_chr1_241639809_241640624	chr1	241639809	241640624	816	*	TRUE	TRUE	TRUE	TRUE	76	54	63	62	Promoter (<=1kb)	1	241628851	241640369	11519	2	1122	0	ENSG00000203668	CHML	CHM like Rab escort protein
9156_chr1_241847746_241848321	chr1	241847746	241848321	576	*	TRUE	TRUE	TRUE	TRUE	67	59	66	34	Promoter (<=1kb)	1	241847967	241895148	47182	1	9156	0	ENSG00000174371	EXO1	exonuclease 1
100616343_chr1_243254738_243255610	chr1	243254738	243255610	873	*	TRUE	TRUE	TRUE	TRUE	93	77	95	61	5' UTR	1	243346176	243346255	80	1	100616343	-90566	ENSG00000265201	MIR4677	microRNA 4677
100616343_chr1_243255730_243256332	chr1	243255730	243256332	603	*	TRUE	TRUE	TRUE	TRUE	68	60	61	61	5' UTR	1	243346176	243346255	80	1	100616343	-89844	ENSG00000265201	MIR4677	microRNA 4677
100616343_chr1_243596385_243596714	chr1	243596385	243596714	330	*	TRUE	TRUE	TRUE	TRUE	31	20	25	17	Intron (ENST00000336199.9/10000, intron 7 of 13)	1	243346176	243346255	80	1	100616343	250209	ENSG00000265201	MIR4677	microRNA 4677
100616343_chr1_243598515_243598733	chr1	243598515	243598733	219	*	TRUE	FALSE	TRUE	TRUE	15	11	23	14	Intron (ENST00000336199.9/10000, intron 7 of 13)	1	243346176	243346255	80	1	100616343	252339	ENSG00000265201	MIR4677	microRNA 4677
339529_chr1_243849411_243850079	chr1	243849411	243850079	669	*	TRUE	TRUE	TRUE	TRUE	74	66	76	63	5' UTR	1	243917402	244047317	129916	1	339529	-67323	ENSG00000226828	LINC02774	long intergenic non-protein coding RNA 2774
339529_chr1_243850169_243850922	chr1	243850169	243850922	754	*	TRUE	TRUE	TRUE	TRUE	86	80	86	57	5' UTR	1	243917402	244047317	129916	1	339529	-66480	ENSG00000226828	LINC02774	long intergenic non-protein coding RNA 2774
10472_chr1_244047940_244048599	chr1	244047940	244048599	660	*	TRUE	TRUE	TRUE	TRUE	92	71	89	64	Promoter (<=1kb)	1	244048939	244057476	8538	1	10472	-340	ENSG00000179456	ZBTB18	zinc finger and BTB domain containing 18
105373262_chr1_244319695_244320037	chr1	244319695	244320037	343	*	TRUE	TRUE	TRUE	TRUE	31	26	40	24	Exon (ENST00000689355.1/105373262, exon 2 of 2)	1	244308558	244325179	16622	2	105373262	5142	NA	LOC105373262	uncharacterized LOC105373262
159_chr1_244451116_244451417	chr1	244451116	244451417	302	*	TRUE	TRUE	TRUE	FALSE	32	31	33	22	Promoter (<=1kb)	1	244408494	244451909	43416	2	159	492	ENSG00000035687	ADSS2	adenylosuccinate synthase 2
159_chr1_244451654_244452338	chr1	244451654	244452338	685	*	TRUE	TRUE	TRUE	TRUE	105	113	97	69	Promoter (<=1kb)	1	244408494	244451909	43416	2	159	0	ENSG00000035687	ADSS2	adenylosuccinate synthase 2
257044_chr1_244461236_244461729	chr1	244461236	244461729	494	*	TRUE	TRUE	TRUE	TRUE	24	32	40	25	5' UTR	1	244454377	244640504	186128	1	257044	6859	ENSG00000179397	CATSPERE	catsper channel auxiliary subunit epsilon
51029_chr1_244599998_244600234	chr1	244599998	244600234	237	*	TRUE	TRUE	FALSE	TRUE	16	18	7	13	Intron (ENST00000473875.5/257044, intron 14 of 15)	1	244653103	244709033	55931	1	51029	-52869	ENSG00000121644	DESI2	desumoylating isopeptidase 2
51029_chr1_244652625_244653488	chr1	244652625	244653488	864	*	TRUE	TRUE	TRUE	TRUE	150	110	134	103	Promoter (<=1kb)	1	244653103	244709033	55931	1	51029	0	ENSG00000121644	DESI2	desumoylating isopeptidase 2
116228_chr1_244834890_244835917	chr1	244834890	244835917	1028	*	TRUE	TRUE	TRUE	TRUE	110	78	96	71	Promoter (<=1kb)	1	244835616	244845057	9442	1	116228	0	ENSG00000203667	COX20	cytochrome c oxidase assembly factor COX20
3192_chr1_244862870_244863447	chr1	244862870	244863447	578	*	TRUE	TRUE	TRUE	TRUE	61	39	46	39	Promoter (1-2kb)	1	244840638	244864560	23923	2	3192	1113	ENSG00000153187	HNRNPU	heterogeneous nuclear ribonucleoprotein U
3192_chr1_244864307_244864845	chr1	244864307	244864845	539	*	TRUE	TRUE	TRUE	TRUE	56	58	62	34	Promoter (<=1kb)	1	244840638	244864560	23923	2	3192	0	ENSG00000153187	HNRNPU	heterogeneous nuclear ribonucleoprotein U
84288_chr1_244970102_244971367	chr1	244970102	244971367	1266	*	TRUE	TRUE	TRUE	TRUE	112	97	137	80	Promoter (<=1kb)	1	244969682	245127164	157483	1	84288	420	ENSG00000203666	EFCAB2	EF-hand calcium binding domain 2
111216275_chr1_245156518_245156781	chr1	245156518	245156781	264	*	TRUE	TRUE	TRUE	FALSE	22	29	20	20	Exon (ENST00000407071.7/55083, exon 2 of 15)	1	245206444	245234501	28058	2	111216275	77720	ENSG00000232192	KIF26B-AS1	KIF26B antisense RNA 1
64754_chr1_246506915_246507503	chr1	246506915	246507503	589	*	TRUE	TRUE	TRUE	FALSE	42	33	38	29	Promoter (<=1kb)	1	245749342	246507312	757971	2	64754	0	ENSG00000185420	SMYD3	SET and MYND domain containing 3
163882_chr1_246566035_246567043	chr1	246566035	246567043	1009	*	TRUE	TRUE	TRUE	TRUE	96	93	112	70	Promoter (<=1kb)	1	246566444	246668595	102152	1	163882	0	ENSG00000162852	CNST	consortin, connexin sorting protein
51097_chr1_246724032_246724711	chr1	246724032	246724711	680	*	TRUE	TRUE	TRUE	TRUE	24	46	34	31	Promoter (<=1kb)	1	246724409	246768137	43729	1	51097	0	ENSG00000143653	SCCPDH	saccharopine dehydrogenase (putative)
25909_chr1_246931514_246932423	chr1	246931514	246932423	910	*	TRUE	TRUE	TRUE	TRUE	98	90	102	71	Promoter (<=1kb)	1	246839098	246931948	92851	2	25909	0	ENSG00000153207	AHCTF1	AT-hook containing transcription factor 1
100533111_chr1_247078722_247078961	chr1	247078722	247078961	240	*	TRUE	TRUE	TRUE	TRUE	19	14	19	15	Promoter (<=1kb)	1	246945547	247078811	133265	2	100533111	0	ENSG00000135747	ZNF670-ZNF695	ZNF670-ZNF695 readthrough (NMD candidate)
79862_chr1_247103993_247104615	chr1	247103993	247104615	623	*	TRUE	TRUE	TRUE	TRUE	33	44	43	29	Promoter (<=1kb)	1	247099962	247104372	4411	2	79862	0	ENSG00000188295	ZNF669	zinc finger protein 669
112268259_chr1_247210394_247211094	chr1	247210394	247211094	701	*	TRUE	TRUE	TRUE	TRUE	71	57	71	56	Promoter (<=1kb)	1	247189851	247210856	21006	2	112268259	0	NA	LOC112268259	uncharacterized LOC112268259
84838_chr1_247331052_247331439	chr1	247331052	247331439	388	*	TRUE	TRUE	TRUE	TRUE	34	31	39	30	Promoter (<=1kb)	1	247297412	247331867	34456	2	84838	428	ENSG00000162714	ZNF496	zinc finger protein 496
391190_chr1_247936927_247937341	chr1	247936927	247937341	415	*	TRUE	TRUE	TRUE	TRUE	21	16	21	19	Exon (ENST00000685080.1/ENST00000685080.1, exon 1 of 1)	1	247948858	247949796	939	1	391190	-11517	ENSG00000279263	OR2L8	olfactory receptor family 2 subfamily L member 8
100422879_chr1_248825833_248826439	chr1	248825833	248826439	607	*	TRUE	TRUE	TRUE	TRUE	55	53	71	42	Promoter (<=1kb)	1	248826377	248826443	67	1	100422879	0	ENSG00000264500	MIR3124	microRNA 3124
100422879_chr1_248826506_248826795	chr1	248826506	248826795	290	*	TRUE	TRUE	FALSE	TRUE	35	28	20	27	Promoter (<=1kb)	1	248826377	248826443	67	1	100422879	129	ENSG00000264500	MIR3124	microRNA 3124
79894_chr1_248837908_248839172	chr1	248837908	248839172	1265	*	TRUE	TRUE	TRUE	TRUE	155	124	153	93	Promoter (<=1kb)	1	248838210	248849517	11308	1	79894	0	ENSG00000171161	ZNF672	zinc finger protein 672
55657_chr1_248858762_248859222	chr1	248858762	248859222	461	*	TRUE	TRUE	TRUE	TRUE	51	48	56	43	Promoter (<=1kb)	1	248850006	248859144	9139	2	55657	0	ENSG00000171163	ZNF692	zinc finger protein 692
55657_chr1_248873525_248874483	chr1	248873525	248874483	959	*	TRUE	TRUE	TRUE	TRUE	70	60	64	54	Distal Intergenic	1	248850006	248859144	9139	2	55657	-14381	ENSG00000171163	ZNF692	zinc finger protein 692
267002_chr1_248906038_248906862	chr1	248906038	248906862	825	*	TRUE	TRUE	TRUE	TRUE	88	72	92	59	Promoter (<=1kb)	1	248906196	248919946	13751	1	267002	0	ENSG00000185220	PGBD2	piggyBac transposable element derived 2
26751_chr2_264607_265189	chr2	264607	265189	583	*	TRUE	TRUE	TRUE	TRUE	70	60	63	46	Promoter (<=1kb)	2	218136	264866	46731	2	26751	0	ENSG00000035115	SH3YL1	SH3 and SYLF domain containing 1
105373354_chr2_676541_677696	chr2	676541	677696	1156	*	TRUE	TRUE	TRUE	TRUE	156	141	156	84	Promoter (<=1kb)	2	677186	697371	20186	1	105373354	0	ENSG00000233296	TMEM18-DT	TMEM18 divergent transcript
